transition_id,previous_grade,new_grade,transition_type,shift,target_value,actual_value,production_speed,time_to_target_min,process_variability,stabilization_time_min,target_gap_pct,stable_flag,operational_impact_score
219,Grade_C,Grade_A,Grade_C → Grade_A,Day,106.9,106.04,486.71,28.98,5.04,31.49,0.8,1,35.16
220,Grade_E,Grade_A,Grade_E → Grade_A,Night,104.73,108.52,481.0,30.28,8.82,72.76,3.62,1,66.31
221,Grade_A,Grade_C,Grade_A → Grade_C,Night,96.16,96.96,332.44,27.65,5.69,70.92,0.83,1,69.38
222,Grade_C,Grade_A,Grade_C → Grade_A,Evening,110.19,98.9,436.59,25.51,7.35,54.13,10.25,0,60.02
223,Grade_D,Grade_B,Grade_D → Grade_B,Night,110.3,112.07,475.85,32.81,7.51,70.1,1.61,1,64.52
224,Grade_A,Grade_C,Grade_A → Grade_C,Night,101.84,122.7,328.79,31.19,31.07,124.19,20.48,0,185.35
225,Grade_D,Grade_B,Grade_D → Grade_B,Day,109.63,107.78,419.57,32.19,2.64,38.82,1.68,1,32.15
226,Grade_B,Grade_D,Grade_B → Grade_D,Day,102.73,105.73,435.06,32.73,5.64,63.75,2.92,1,46.7
227,Grade_D,Grade_E,Grade_D → Grade_E,Day,94.39,87.72,403.46,31.99,6.88,65.43,7.07,0,63.86
228,Grade_C,Grade_E,Grade_C → Grade_E,Day,106.98,109.02,318.13,30.67,6.22,69.73,1.91,1,82.73
229,Grade_C,Grade_E,Grade_C → Grade_E,Evening,101.11,101.07,402.09,27.05,13.13,90.98,0.04,0,97.29
230,Grade_A,Grade_C,Grade_A → Grade_C,Day,100.01,95.81,402.0,20.22,5.11,52.55,4.2,1,48.1
231,Grade_C,Grade_A,Grade_C → Grade_A,Day,114.73,115.14,411.86,34.92,2.64,45.21,0.36,1,37.88
232,Grade_D,Grade_E,Grade_D → Grade_E,Day,75.49,79.56,389.01,34.78,10.1,86.56,5.39,0,92.64
233,Grade_A,Grade_B,Grade_A → Grade_B,Day,85.82,86.58,395.63,27.84,6.0,45.22,0.89,1,52.21
234,Grade_D,Grade_E,Grade_D → Grade_E,Night,88.13,89.77,417.82,43.66,8.02,89.78,1.86,1,69.05
235,Grade_C,Grade_A,Grade_C → Grade_A,Day,96.37,93.76,444.34,28.38,18.13,66.37,2.71,0,102.21
236,Grade_D,Grade_B,Grade_D → Grade_B,Day,97.45,90.11,403.26,35.39,11.26,69.37,7.53,0,89.52
237,Grade_D,Grade_B,Grade_D → Grade_B,Day,84.93,87.47,397.47,34.94,10.5,64.14,2.99,1,76.76
238,Grade_C,Grade_A,Grade_C → Grade_A,Evening,90.15,96.96,425.08,32.69,11.11,69.8,7.55,0,72.67
239,Grade_B,Grade_D,Grade_B → Grade_D,Evening,91.39,96.21,314.35,25.34,12.2,79.47,5.28,0,98.09
240,Grade_D,Grade_B,Grade_D → Grade_B,Evening,124.57,119.11,446.24,43.22,7.85,63.14,4.38,1,57.07
241,Grade_A,Grade_C,Grade_A → Grade_C,Day,118.02,115.29,419.97,31.44,5.14,38.73,2.31,1,44.23
242,Grade_C,Grade_E,Grade_C → Grade_E,Day,95.88,92.69,422.18,38.39,10.78,92.45,3.33,0,84.77
243,Grade_A,Grade_B,Grade_A → Grade_B,Night,96.36,92.15,472.84,30.64,7.54,54.7,4.36,1,56.78
244,Grade_D,Grade_B,Grade_D → Grade_B,Evening,88.51,88.56,312.6,34.54,3.13,67.01,0.05,1,55.11
245,Grade_D,Grade_B,Grade_D → Grade_B,Evening,80.92,81.59,311.44,20.79,4.89,60.78,0.83,1,59.22
246,Grade_A,Grade_B,Grade_A → Grade_B,Evening,98.83,95.78,435.06,30.24,6.09,39.71,3.09,1,49.1
247,Grade_D,Grade_E,Grade_D → Grade_E,Evening,90.02,94.43,419.61,50.36,16.21,97.49,4.9,0,110.81
248,Grade_C,Grade_A,Grade_C → Grade_A,Day,99.15,100.92,429.36,29.69,8.41,68.01,1.78,1,64.6
249,Grade_D,Grade_E,Grade_D → Grade_E,Day,84.0,82.86,394.58,35.87,5.93,76.13,1.36,1,60.6
250,Grade_A,Grade_B,Grade_A → Grade_B,Evening,92.38,92.17,456.54,17.37,3.56,29.3,0.23,1,21.07
251,Grade_A,Grade_C,Grade_A → Grade_C,Day,101.49,90.37,471.3,20.54,16.3,52.84,10.96,0,81.1
252,Grade_C,Grade_A,Grade_C → Grade_A,Night,103.66,102.71,446.62,40.49,8.16,72.19,0.92,1,68.7
253,Grade_A,Grade_C,Grade_A → Grade_C,Evening,104.17,104.18,405.65,23.47,2.06,34.79,0.01,1,31.7
254,Grade_B,Grade_D,Grade_B → Grade_D,Evening,86.8,87.33,304.08,25.31,9.0,79.83,0.61,1,84.75
255,Grade_D,Grade_B,Grade_D → Grade_B,Night,108.55,110.43,462.31,27.3,14.18,74.47,1.73,0,96.87
256,Grade_A,Grade_C,Grade_A → Grade_C,Evening,92.0,92.37,487.2,25.23,4.28,58.67,0.4,1,44.38
257,Grade_D,Grade_B,Grade_D → Grade_B,Night,106.33,105.39,455.45,22.05,10.18,65.6,0.89,1,70.77
258,Grade_A,Grade_B,Grade_A → Grade_B,Evening,99.89,100.76,371.62,29.45,8.68,47.53,0.87,1,57.03
259,Grade_A,Grade_C,Grade_A → Grade_C,Night,86.24,88.11,457.06,53.34,5.32,84.88,2.17,1,69.28
260,Grade_C,Grade_E,Grade_C → Grade_E,Day,96.84,96.2,467.33,30.79,19.15,71.13,0.66,0,114.55
261,Grade_D,Grade_E,Grade_D → Grade_E,Evening,103.65,104.87,505.73,21.33,10.94,68.01,1.17,0,68.64
262,Grade_A,Grade_C,Grade_A → Grade_C,Evening,106.13,105.68,371.81,37.73,6.87,67.91,0.42,1,64.83
263,Grade_B,Grade_D,Grade_B → Grade_D,Day,98.59,96.73,407.54,21.52,8.23,66.03,1.89,1,71.42
264,Grade_E,Grade_A,Grade_E → Grade_A,Day,115.32,115.91,461.1,41.64,3.24,39.9,0.51,1,27.49
265,Grade_E,Grade_A,Grade_E → Grade_A,Night,110.08,109.2,423.16,29.4,4.55,72.61,0.8,1,58.13
266,Grade_C,Grade_E,Grade_C → Grade_E,Evening,97.43,98.57,358.55,35.02,8.41,95.29,1.17,1,92.89
267,Grade_C,Grade_A,Grade_C → Grade_A,Day,107.5,107.56,442.8,22.53,5.76,51.87,0.05,1,48.99
268,Grade_B,Grade_D,Grade_B → Grade_D,Day,119.34,118.5,451.83,34.03,7.92,68.77,0.71,1,67.76
269,Grade_C,Grade_E,Grade_C → Grade_E,Day,119.6,117.29,424.84,29.42,20.11,105.5,1.93,0,135.45
270,Grade_C,Grade_E,Grade_C → Grade_E,Day,87.72,85.24,432.08,31.77,13.96,74.2,2.83,0,97.47
271,Grade_B,Grade_D,Grade_B → Grade_D,Night,90.73,87.93,405.77,33.39,4.86,84.87,3.08,1,64.86
272,Grade_A,Grade_B,Grade_A → Grade_B,Day,114.85,116.9,501.31,15.7,15.27,39.21,1.78,0,72.89
273,Grade_A,Grade_C,Grade_A → Grade_C,Day,89.42,89.9,370.46,28.24,5.96,38.49,0.54,1,43.31
274,Grade_E,Grade_A,Grade_E → Grade_A,Evening,86.77,90.65,387.7,12.54,13.04,42.51,4.47,0,76.15
275,Grade_C,Grade_A,Grade_C → Grade_A,Day,95.14,94.06,420.6,23.75,5.79,42.61,1.13,1,38.22
276,Grade_C,Grade_A,Grade_C → Grade_A,Day,104.2,109.66,468.34,30.92,8.23,45.27,5.24,0,52.7
277,Grade_C,Grade_A,Grade_C → Grade_A,Evening,98.98,98.49,337.64,28.16,3.66,54.0,0.49,1,51.15
278,Grade_D,Grade_E,Grade_D → Grade_E,Evening,93.49,89.87,347.93,42.62,11.83,80.45,3.88,0,90.85
279,Grade_A,Grade_B,Grade_A → Grade_B,Night,93.26,88.29,307.92,28.38,14.3,57.73,5.33,0,94.13
280,Grade_A,Grade_B,Grade_A → Grade_B,Evening,92.88,91.39,421.8,39.1,2.46,66.22,1.61,1,55.28
281,Grade_B,Grade_D,Grade_B → Grade_D,Day,91.2,99.14,358.49,36.37,14.79,94.88,8.7,0,109.62
282,Grade_C,Grade_A,Grade_C → Grade_A,Evening,122.82,125.29,398.85,31.96,5.15,45.81,2.01,1,43.58
283,Grade_D,Grade_B,Grade_D → Grade_B,Night,102.98,107.94,456.38,38.91,23.59,110.15,4.82,0,147.21
284,Grade_C,Grade_A,Grade_C → Grade_A,Evening,108.87,104.81,384.72,28.26,12.95,75.2,3.73,0,91.15
285,Grade_C,Grade_A,Grade_C → Grade_A,Night,95.11,103.02,432.72,31.29,12.47,79.53,8.31,0,93.14
286,Grade_E,Grade_A,Grade_E → Grade_A,Evening,98.14,97.21,403.54,19.04,7.56,50.12,0.95,1,56.32
287,Grade_A,Grade_C,Grade_A → Grade_C,Night,92.86,89.61,456.97,36.76,34.47,134.45,3.49,0,193.59
288,Grade_C,Grade_E,Grade_C → Grade_E,Day,73.48,77.46,446.13,36.07,7.91,73.84,5.41,0,61.15
289,Grade_C,Grade_E,Grade_C → Grade_E,Evening,86.22,87.73,381.94,42.74,6.55,91.85,1.75,1,70.77
290,Grade_C,Grade_A,Grade_C → Grade_A,Day,81.89,85.56,410.72,17.85,4.76,34.94,4.48,1,29.47
291,Grade_D,Grade_E,Grade_D → Grade_E,Evening,77.5,78.99,477.41,31.21,17.13,88.51,1.92,0,110.14
292,Grade_B,Grade_D,Grade_B → Grade_D,Evening,88.05,86.65,441.64,36.75,10.07,77.62,1.59,1,72.47
293,Grade_E,Grade_A,Grade_E → Grade_A,Night,113.25,111.33,343.17,31.43,8.98,75.21,1.7,1,85.5
294,Grade_B,Grade_D,Grade_B → Grade_D,Night,99.56,94.13,456.06,25.45,8.4,75.71,5.46,0,71.18
295,Grade_C,Grade_E,Grade_C → Grade_E,Day,112.91,111.99,360.35,40.59,9.48,80.92,0.82,1,82.68
296,Grade_C,Grade_E,Grade_C → Grade_E,Evening,104.11,107.4,497.69,24.93,8.2,80.47,3.16,1,69.59
297,Grade_D,Grade_E,Grade_D → Grade_E,Evening,107.83,110.79,476.33,22.97,14.1,68.52,2.74,0,89.52
298,Grade_C,Grade_A,Grade_C → Grade_A,Day,90.99,91.04,435.94,34.37,6.38,51.82,0.05,1,47.63
299,Grade_B,Grade_D,Grade_B → Grade_D,Day,105.24,103.06,428.65,41.26,6.26,71.52,2.07,1,57.32
300,Grade_A,Grade_B,Grade_A → Grade_B,Day,107.29,108.38,408.5,19.67,13.67,53.25,1.01,0,83.05
301,Grade_B,Grade_D,Grade_B → Grade_D,Evening,94.23,96.24,457.32,30.81,5.67,47.73,2.13,1,47.52
302,Grade_D,Grade_E,Grade_D → Grade_E,Evening,105.6,107.19,399.61,29.98,10.54,88.24,1.51,1,86.53
303,Grade_A,Grade_B,Grade_A → Grade_B,Night,105.66,105.83,432.96,40.98,2.9,59.12,0.16,1,45.24
304,Grade_E,Grade_A,Grade_E → Grade_A,Day,94.5,93.67,467.96,19.82,2.99,45.38,0.88,1,35.45
305,Grade_C,Grade_E,Grade_C → Grade_E,Night,88.77,91.72,389.1,34.08,9.72,93.1,3.32,1,89.83
306,Grade_A,Grade_C,Grade_A → Grade_C,Day,88.16,81.9,386.11,34.37,5.71,58.13,7.1,0,52.09
307,Grade_B,Grade_D,Grade_B → Grade_D,Evening,100.87,101.83,354.31,31.56,7.17,90.56,0.95,1,89.74
308,Grade_C,Grade_E,Grade_C → Grade_E,Day,103.27,116.69,361.45,40.69,14.92,97.7,13.0,0,109.49
309,Grade_B,Grade_D,Grade_B → Grade_D,Evening,92.07,84.18,319.44,27.98,14.94,95.94,8.57,0,121.33
310,Grade_A,Grade_B,Grade_A → Grade_B,Night,100.27,99.39,460.14,30.42,10.37,67.64,0.87,1,72.75
311,Grade_D,Grade_B,Grade_D → Grade_B,Night,105.71,105.69,519.49,19.69,5.79,60.78,0.02,1,56.93
312,Grade_D,Grade_B,Grade_D → Grade_B,Night,106.18,104.68,498.39,27.65,9.24,72.46,1.41,1,75.15
313,Grade_A,Grade_B,Grade_A → Grade_B,Day,115.52,123.86,330.57,27.68,23.0,84.8,7.22,0,140.67
314,Grade_B,Grade_D,Grade_B → Grade_D,Day,112.77,118.06,459.87,28.26,32.02,100.43,4.69,0,163.94
315,Grade_A,Grade_C,Grade_A → Grade_C,Day,89.99,90.77,498.22,27.27,14.56,55.17,0.86,0,85.61
316,Grade_D,Grade_B,Grade_D → Grade_B,Day,116.84,118.09,394.88,17.78,4.49,36.78,1.07,1,45.85
317,Grade_D,Grade_B,Grade_D → Grade_B,Evening,94.69,94.74,425.58,28.94,8.39,65.67,0.05,1,64.44
318,Grade_D,Grade_B,Grade_D → Grade_B,Evening,110.45,121.79,309.57,29.65,10.19,70.22,10.27,0,85.47
319,Grade_E,Grade_A,Grade_E → Grade_A,Evening,100.68,101.14,434.67,36.03,8.76,73.41,0.46,1,68.96
320,Grade_D,Grade_E,Grade_D → Grade_E,Night,95.88,97.13,361.5,14.22,18.28,100.27,1.3,0,123.59
321,Grade_B,Grade_D,Grade_B → Grade_D,Evening,81.92,73.48,430.98,28.05,14.1,71.23,10.31,0,95.39
322,Grade_A,Grade_B,Grade_A → Grade_B,Night,98.28,97.4,334.13,30.25,4.63,53.96,0.9,1,50.47
323,Grade_C,Grade_E,Grade_C → Grade_E,Day,84.41,87.34,449.86,38.01,7.31,68.24,3.48,1,59.34
324,Grade_E,Grade_A,Grade_E → Grade_A,Day,109.67,102.99,476.35,30.59,14.28,83.54,6.09,0,102.38
325,Grade_E,Grade_A,Grade_E → Grade_A,Evening,115.17,100.96,376.93,28.42,18.82,81.98,12.34,0,117.77
326,Grade_A,Grade_C,Grade_A → Grade_C,Night,92.03,92.15,357.47,28.71,10.84,81.32,0.13,0,97.41
327,Grade_A,Grade_C,Grade_A → Grade_C,Day,103.02,112.62,301.42,20.78,20.0,61.17,9.31,0,113.7
328,Grade_A,Grade_B,Grade_A → Grade_B,Evening,92.75,92.88,405.35,26.6,8.48,52.69,0.14,1,60.63
329,Grade_A,Grade_C,Grade_A → Grade_C,Evening,93.72,93.13,388.01,39.41,4.99,71.83,0.63,1,57.52
330,Grade_C,Grade_E,Grade_C → Grade_E,Day,107.74,98.73,334.69,36.78,13.86,92.91,8.37,0,108.71
331,Grade_C,Grade_E,Grade_C → Grade_E,Day,99.61,106.19,444.92,32.19,41.59,146.9,6.61,0,219.27
332,Grade_B,Grade_D,Grade_B → Grade_D,Night,117.4,118.75,395.25,35.06,5.85,103.05,1.15,1,82.38
333,Grade_B,Grade_D,Grade_B → Grade_D,Evening,95.18,82.09,360.83,41.8,20.99,99.73,13.75,0,135.54
334,Grade_D,Grade_E,Grade_D → Grade_E,Day,109.99,115.1,389.5,31.28,12.88,71.83,4.65,0,87.41
335,Grade_C,Grade_A,Grade_C → Grade_A,Night,100.97,102.61,478.92,37.94,6.1,61.66,1.62,1,53.72
336,Grade_D,Grade_E,Grade_D → Grade_E,Day,107.96,109.42,453.16,41.21,3.69,86.96,1.35,1,57.16
337,Grade_E,Grade_A,Grade_E → Grade_A,Night,95.53,96.16,412.85,33.64,3.1,73.46,0.66,1,54.87
338,Grade_B,Grade_D,Grade_B → Grade_D,Day,99.5,101.02,454.05,28.17,6.66,59.82,1.53,1,51.53
339,Grade_A,Grade_C,Grade_A → Grade_C,Evening,98.85,100.83,356.15,30.26,10.87,69.97,2.0,0,84.96
340,Grade_E,Grade_A,Grade_E → Grade_A,Day,91.64,95.78,421.78,27.57,13.63,55.36,4.52,0,86.45
341,Grade_D,Grade_B,Grade_D → Grade_B,Day,106.62,96.29,428.1,35.44,16.22,88.31,9.69,0,111.3
342,Grade_B,Grade_D,Grade_B → Grade_D,Night,106.5,100.11,394.16,35.25,12.16,90.4,6.0,0,88.84
343,Grade_C,Grade_E,Grade_C → Grade_E,Day,105.94,103.16,443.95,43.43,10.79,90.68,2.62,0,85.48
344,Grade_C,Grade_E,Grade_C → Grade_E,Day,115.37,114.99,377.08,24.17,8.45,77.05,0.33,1,77.94
345,Grade_E,Grade_A,Grade_E → Grade_A,Day,114.49,115.89,448.04,21.87,10.29,48.51,1.22,1,62.41
346,Grade_B,Grade_D,Grade_B → Grade_D,Evening,96.25,97.01,450.35,45.35,6.69,81.28,0.79,1,62.54
347,Grade_E,Grade_A,Grade_E → Grade_A,Night,103.73,105.59,259.56,34.94,4.77,73.08,1.8,1,74.46
348,Grade_E,Grade_A,Grade_E → Grade_A,Night,93.76,97.65,485.47,28.07,9.68,75.34,4.15,1,75.28
349,Grade_A,Grade_C,Grade_A → Grade_C,Day,100.23,96.2,252.38,36.48,13.21,93.02,4.03,0,121.83
350,Grade_A,Grade_C,Grade_A → Grade_C,Day,94.0,94.26,386.12,32.01,3.16,56.89,0.28,1,44.73
351,Grade_C,Grade_E,Grade_C → Grade_E,Day,116.2,113.94,476.39,39.32,7.62,89.47,1.95,1,80.55
352,Grade_A,Grade_B,Grade_A → Grade_B,Evening,103.64,103.11,402.55,24.58,8.02,48.15,0.51,1,51.23
353,Grade_B,Grade_D,Grade_B → Grade_D,Night,97.82,99.01,339.36,34.62,10.57,85.6,1.22,0,88.03
354,Grade_C,Grade_A,Grade_C → Grade_A,Evening,111.94,98.4,359.84,28.08,11.35,69.6,12.09,0,86.9
355,Grade_E,Grade_A,Grade_E → Grade_A,Evening,78.29,98.24,476.48,19.82,23.64,77.87,25.48,0,129.9
356,Grade_E,Grade_A,Grade_E → Grade_A,Day,79.86,80.2,314.32,27.01,1.7,31.09,0.42,1,29.8
357,Grade_A,Grade_C,Grade_A → Grade_C,Night,107.96,102.66,482.09,34.95,25.43,102.81,4.91,0,145.66
358,Grade_E,Grade_A,Grade_E → Grade_A,Evening,100.6,116.11,416.97,42.49,23.0,98.88,15.42,0,129.65
359,Grade_A,Grade_B,Grade_A → Grade_B,Day,102.5,100.89,354.42,26.78,13.21,53.34,1.57,0,81.42
360,Grade_D,Grade_B,Grade_D → Grade_B,Day,86.74,87.19,387.93,11.24,9.65,58.81,0.52,1,72.69
361,Grade_D,Grade_E,Grade_D → Grade_E,Day,99.77,98.63,364.05,37.17,6.66,80.81,1.14,1,71.62
362,Grade_E,Grade_A,Grade_E → Grade_A,Day,120.04,127.94,467.64,43.78,13.67,89.95,6.58,0,96.31
363,Grade_A,Grade_C,Grade_A → Grade_C,Day,108.24,107.89,460.28,35.85,9.64,67.26,0.33,1,66.22
364,Grade_E,Grade_A,Grade_E → Grade_A,Day,101.7,102.03,325.45,21.11,6.38,46.82,0.33,1,54.96
365,Grade_A,Grade_B,Grade_A → Grade_B,Evening,95.61,101.25,397.8,36.52,13.38,63.24,5.9,0,90.87
366,Grade_C,Grade_E,Grade_C → Grade_E,Day,96.05,99.55,372.52,26.6,17.11,89.82,3.65,0,114.31
367,Grade_C,Grade_A,Grade_C → Grade_A,Day,78.71,78.37,491.14,15.32,17.99,54.09,0.43,0,88.71
368,Grade_B,Grade_D,Grade_B → Grade_D,Night,102.58,105.41,345.74,29.23,7.29,68.18,2.76,1,69.19
369,Grade_A,Grade_B,Grade_A → Grade_B,Evening,108.45,123.29,508.23,28.71,16.71,61.68,13.69,0,86.01
370,Grade_D,Grade_E,Grade_D → Grade_E,Evening,84.24,85.19,418.17,16.63,8.56,59.84,1.13,1,59.01
371,Grade_B,Grade_D,Grade_B → Grade_D,Day,93.39,93.81,356.09,22.02,10.31,68.12,0.45,1,85.38
372,Grade_D,Grade_B,Grade_D → Grade_B,Night,88.43,89.16,382.75,26.2,12.25,83.42,0.83,0,91.93
373,Grade_C,Grade_A,Grade_C → Grade_A,Day,90.35,97.54,375.91,24.86,15.67,57.56,7.96,0,98.48
374,Grade_B,Grade_D,Grade_B → Grade_D,Day,100.53,97.64,349.9,32.76,13.77,85.78,2.87,0,102.02
375,Grade_E,Grade_A,Grade_E → Grade_A,Night,79.16,78.41,425.22,17.86,7.71,54.6,0.95,1,56.88
376,Grade_A,Grade_B,Grade_A → Grade_B,Evening,106.14,105.2,352.46,35.36,1.75,25.1,0.89,1,29.25
377,Grade_D,Grade_B,Grade_D → Grade_B,Evening,107.54,102.54,300.08,18.39,12.06,60.24,4.65,0,76.66
378,Grade_D,Grade_B,Grade_D → Grade_B,Evening,97.49,95.69,399.12,44.49,9.92,93.59,1.84,1,89.12
379,Grade_C,Grade_A,Grade_C → Grade_A,Evening,75.19,75.12,320.84,13.99,3.49,21.5,0.09,1,33.75
380,Grade_B,Grade_D,Grade_B → Grade_D,Day,90.04,96.71,378.63,28.66,10.77,72.19,7.4,0,87.47
381,Grade_A,Grade_B,Grade_A → Grade_B,Day,112.33,113.73,370.0,31.17,7.45,65.75,1.24,1,71.11
382,Grade_E,Grade_A,Grade_E → Grade_A,Day,72.22,66.44,372.08,36.38,18.12,74.23,8.01,0,104.5
383,Grade_E,Grade_A,Grade_E → Grade_A,Day,96.52,90.2,530.05,27.2,24.82,79.25,6.55,0,135.43
384,Grade_A,Grade_C,Grade_A → Grade_C,Night,88.2,96.07,423.1,37.34,16.35,81.84,8.92,0,101.18
385,Grade_A,Grade_B,Grade_A → Grade_B,Day,108.05,110.87,433.5,25.34,7.15,57.84,2.61,1,53.22
386,Grade_A,Grade_B,Grade_A → Grade_B,Evening,93.25,93.33,322.3,19.41,8.44,47.18,0.09,1,66.05
387,Grade_A,Grade_B,Grade_A → Grade_B,Evening,104.04,103.34,384.03,27.49,4.52,47.52,0.67,1,44.75
388,Grade_D,Grade_E,Grade_D → Grade_E,Evening,105.65,108.52,431.84,23.12,7.29,78.72,2.72,1,74.95
389,Grade_E,Grade_A,Grade_E → Grade_A,Day,118.36,115.78,363.65,19.07,7.41,50.71,2.18,1,60.84
390,Grade_A,Grade_C,Grade_A → Grade_C,Day,97.97,98.95,469.94,34.18,7.15,50.56,1.0,1,53.64
391,Grade_D,Grade_B,Grade_D → Grade_B,Night,103.76,107.79,353.85,27.15,5.07,62.32,3.88,1,62.23
392,Grade_A,Grade_C,Grade_A → Grade_C,Evening,85.15,86.51,404.25,31.36,18.98,88.35,1.6,0,120.96
393,Grade_B,Grade_D,Grade_B → Grade_D,Night,111.9,105.8,387.77,24.6,22.47,96.29,5.45,0,137.96
394,Grade_C,Grade_E,Grade_C → Grade_E,Night,92.39,95.47,429.04,34.44,21.43,98.58,3.33,0,134.9
395,Grade_D,Grade_B,Grade_D → Grade_B,Evening,94.39,90.88,384.77,24.01,21.36,83.93,3.72,0,126.87
396,Grade_D,Grade_E,Grade_D → Grade_E,Day,99.78,84.66,405.1,43.55,30.99,112.12,15.16,0,172.3
397,Grade_A,Grade_B,Grade_A → Grade_B,Evening,84.37,85.49,407.01,28.95,4.58,62.53,1.33,1,56.68
398,Grade_A,Grade_C,Grade_A → Grade_C,Day,102.29,113.57,379.61,37.38,28.84,104.99,11.03,0,162.37
399,Grade_B,Grade_D,Grade_B → Grade_D,Evening,109.67,108.8,446.68,30.43,7.99,62.76,0.79,1,62.6
400,Grade_B,Grade_D,Grade_B → Grade_D,Night,102.93,100.99,433.11,31.41,14.69,87.06,1.88,0,106.17
401,Grade_E,Grade_A,Grade_E → Grade_A,Evening,84.11,83.05,415.13,21.27,3.14,25.72,1.26,1,32.12
402,Grade_D,Grade_E,Grade_D → Grade_E,Day,98.76,98.37,396.32,30.42,7.35,60.12,0.39,1,61.13
403,Grade_B,Grade_D,Grade_B → Grade_D,Day,107.42,104.24,463.81,27.55,16.18,86.41,2.96,0,102.33
404,Grade_E,Grade_A,Grade_E → Grade_A,Night,81.22,76.31,407.03,30.04,13.86,100.12,6.04,0,110.73
405,Grade_C,Grade_A,Grade_C → Grade_A,Day,89.25,93.2,403.13,21.22,5.96,47.4,4.43,1,51.83
406,Grade_C,Grade_E,Grade_C → Grade_E,Day,108.77,110.51,425.76,25.48,10.66,74.56,1.6,0,79.57
407,Grade_C,Grade_A,Grade_C → Grade_A,Day,102.7,103.72,513.31,16.0,5.11,26.91,1.0,1,31.39
408,Grade_A,Grade_C,Grade_A → Grade_C,Day,104.12,108.82,346.28,16.61,15.19,50.46,4.51,0,89.62
409,Grade_E,Grade_A,Grade_E → Grade_A,Day,118.59,123.72,462.34,32.12,19.01,94.26,4.33,0,118.3
410,Grade_A,Grade_B,Grade_A → Grade_B,Evening,104.69,104.03,315.88,17.01,4.59,37.1,0.63,1,44.24
411,Grade_A,Grade_C,Grade_A → Grade_C,Day,106.58,107.36,431.95,16.18,8.18,62.48,0.73,1,63.49
412,Grade_A,Grade_C,Grade_A → Grade_C,Day,127.11,126.8,506.63,41.94,3.26,70.66,0.24,1,51.35
413,Grade_B,Grade_D,Grade_B → Grade_D,Day,97.86,99.48,446.88,23.72,10.58,48.19,1.66,0,62.03
414,Grade_A,Grade_C,Grade_A → Grade_C,Day,92.02,93.4,429.38,32.82,11.52,60.17,1.5,0,77.02
415,Grade_A,Grade_B,Grade_A → Grade_B,Day,104.28,103.03,389.18,33.67,9.33,50.76,1.2,1,68.8
416,Grade_D,Grade_B,Grade_D → Grade_B,Evening,104.39,98.91,421.71,36.05,11.77,77.37,5.25,0,87.63
417,Grade_E,Grade_A,Grade_E → Grade_A,Day,94.73,95.11,406.14,11.54,7.38,35.35,0.4,1,45.57
418,Grade_A,Grade_B,Grade_A → Grade_B,Day,89.68,89.18,376.77,21.48,6.94,67.64,0.55,1,68.84
419,Grade_B,Grade_D,Grade_B → Grade_D,Day,123.1,117.5,404.06,21.87,8.47,49.8,4.55,1,58.94
420,Grade_C,Grade_E,Grade_C → Grade_E,Day,103.27,104.65,430.91,51.69,7.79,98.35,1.34,1,76.43
421,Grade_E,Grade_A,Grade_E → Grade_A,Day,92.68,94.75,377.8,8.5,6.12,36.98,2.23,1,48.66
422,Grade_D,Grade_B,Grade_D → Grade_B,Day,109.16,119.34,375.65,25.89,11.51,63.82,9.33,0,80.4
423,Grade_D,Grade_E,Grade_D → Grade_E,Night,98.91,96.0,345.19,28.96,21.25,110.09,2.94,0,152.79
424,Grade_C,Grade_E,Grade_C → Grade_E,Day,97.47,96.29,441.49,21.57,6.27,53.71,1.21,1,57.32
425,Grade_C,Grade_A,Grade_C → Grade_A,Evening,105.62,102.61,449.99,40.55,7.74,67.95,2.85,1,67.32
426,Grade_A,Grade_C,Grade_A → Grade_C,Evening,87.08,87.39,432.74,44.52,4.29,74.36,0.36,1,56.9
427,Grade_D,Grade_E,Grade_D → Grade_E,Day,103.53,104.05,473.08,27.35,7.3,67.51,0.5,1,63.35
428,Grade_D,Grade_E,Grade_D → Grade_E,Day,119.13,116.87,424.83,24.58,7.97,69.56,1.9,1,62.12
429,Grade_A,Grade_B,Grade_A → Grade_B,Evening,104.66,104.12,441.56,16.78,8.89,55.25,0.52,1,54.55
430,Grade_D,Grade_B,Grade_D → Grade_B,Night,96.24,88.8,436.71,35.74,10.75,92.92,7.73,0,85.23
431,Grade_A,Grade_B,Grade_A → Grade_B,Day,94.93,97.31,414.97,24.86,7.33,44.25,2.5,1,50.3
432,Grade_D,Grade_B,Grade_D → Grade_B,Day,95.9,92.95,390.8,26.33,10.94,52.24,3.08,0,61.51
433,Grade_D,Grade_E,Grade_D → Grade_E,Day,97.46,97.39,541.78,36.67,5.98,64.04,0.07,1,53.99
434,Grade_A,Grade_C,Grade_A → Grade_C,Day,96.22,91.61,395.14,27.5,9.24,55.79,4.79,1,64.51
435,Grade_C,Grade_A,Grade_C → Grade_A,Evening,109.16,106.52,383.38,32.29,12.95,72.38,2.42,0,87.94
436,Grade_A,Grade_B,Grade_A → Grade_B,Day,82.67,82.3,443.87,21.58,3.79,28.78,0.45,1,26.44
437,Grade_C,Grade_E,Grade_C → Grade_E,Day,108.62,108.6,433.85,27.74,4.5,57.9,0.02,1,46.22
